NoKPMurid,NamaMurid,KatalaluanMurid,IDTingkatan
498203932626,Fehmeed Istiqlal bin Samsam,gfczmz,5
306240631310,Sabtu Zuljalal bin Junada,tf73wq,5
956944762823,Sabtu Sabtu bin Zaafer,okt584,1
884898696137,Rabihah Nazra binti Muzn,qbiz2w,1
101123439939,Ajaar Suleika binti Sayfudin,azaxw7,4
133659643249,Rabihaat Seniya binti Zahabia,q2rr2z,4
282792088777,Maeena Sibgha binti Ishraq,n4onyp,2
783042963910,Sabit Aadam bin Waliyudeen,a2c03r,2
293234880640,Cempaka Taqdees binti Iffaan,pw9823,5
360668627725,Teratai Kembang binti Qawi,phnby8,2
971146059003,Ihkam Wasfia binti Zaafer,duemow,5
142384752627,Samyan Taqdees binti Waase,4zeai5,3
373998805561,Dinihari Jenab binti Ishraq,n2dw1y,2
696877220189,Wathiq Bujang bin Taseen,46euq3,4
971833562684,Sanabel Hapsah binti Selasa,vdl37q,1
080989709493,Samroze Yaqeen bin Sannan,7g3scs,4
281378138671,Mabrura Ihkam binti Sabit,2o9n6n,3
121696522196,Tipah Soroushi binti Mudassir,nsvnux,3
235736917661,Cahaya Ihkam binti Ghazaar,nsqo3q,3
934804504165,Aayizah Zaituna binti Sabit,80iz7f,2
098338756741,Muda Ayyash bin Reheeq,ewzqk3,4
809873798166,Zayana Nijat bin Sannan,umt53m,2
612465407247,Soroushi Wasiya binti Zaka,i2f24e,2
309425759099,Sayfudin Slamet bin Iyaan,c8ngqj,5
276921086541,Taish Yaqeen bin Aswab,wxlvr3,2
735533648024,Jazaa Cik binti Awang,1a6sa0,3
407936432223,Wadida Sonbol binti Muzakir,z9pt64,3
439533802028,Rufqa Sibgha binti Idrak,lpyrr4,1
749781759799,Suriawati Waleeya binti Aswab,ihrqeq,3
612463363506,Joyah Ibtisama binti Wasfi,0t575w,5
454413823189,Taqdees Sibgha binti Slamet,eei3ti,4
017799111671,Putera Senin bin Yaqeen,axhj7z,5
204971166546,Tempawan Tempawan binti Taseen,w3a26p,2
515151828369,Adiputeri Marjia binti Tenuk,c1e8go,3
450088246220,Cahaya Raqeema binti Istiqlal,xi18n9,1
226467519743,Qawi Zayana bin Sibbt,j3ahpf,2
843014205293,Tasmia Abaasa binti Sabtu,2gpgsh,5
946419411648,Nijat Ishraq bin Taish,0yh5ew,4
921312164544,Taseen Bujang bin Ajiad,nwx9em,1
402687913055,Abaasa Ibhar binti Senin,741vp8,4
409390930320,Mahsuri Wardda binti Perwira,kqcatf,2
669975233010,Wasiya Aayizah binti Reheeq,51sfge,3
916549016587,Ibhar Kuntum binti Barzin,th6xzu,2
437882618447,Esah Aarifa binti Bisaam,b2t6me,3
872684684295,Aati Zaka bin Raahim,jzuk8e,2
682159130935,Muda Reheeq bin Zulkifl,svom7p,4
060149307942,Bintang Haruun bin Maymuun,hs5tpm,2
723853247315,Izz Haruun bin Zuljalal,6etw75,3
490168840832,Cucu Adiputeri binti Teruna,rv4lg2,3
352430355857,Wisama Wasiya binti Usama,3ey1yr,5
969121018720,Aswab Hazer bin Yaqeen,hln4de,3
137127746086,Waase Awang bin Iffaan,6viylk,4
909955773377,Teratai Surintan binti Izz,a9ot9g,3
059636395110,Mahsuri Rufqa binti Sibbt,aa4hhs,5
080230824299,Iyaan Usama bin Muda,dj3xhi,3
656722126910,Haryati Wisama binti Muda,harew4,1
723327170323,Sanabel Izz binti Sulung,08nsuk,1
413955869664,Mahsuri Mayang binti Hazer,pb0vwc,5
925981055501,Sabtu Samsam bin Wasfi,li5kyv,3
674199260722,Afan Aati bin Aadam,le1tsw,2
487624317402,Maeen Haryati binti Aswab,eisrrt,2
296760358984,Awang Hatar bin Selasa,srv1h2,4
367786981570,Zayana Qawi bin Taish,f50wv3,3
809640394498,Wifaq Megat bin Sineen,bqzdo3,5
738920114360,Aafiyat Suriawati binti Fuaad,7zrmsj,4
274038689074,Iyaan Afsah bin Hadees,dd6x86,5
435170772944,Tempawan Wathiqa binti Zakawat,165p5g,5
484707794297,Mawiza Masayu binti Imen,ah77ed,3
381793753848,Teruna Sayfudin bin Wathiq,2krc73,2
976806445265,Musawwir Tuah bin Kechik,lq4jbm,2
646252513843,Sajaf Zulla binti Izz,j45foh,4
285730098499,Hatar Muzn bin Aati,bggx5y,4
882523903328,Imen Sineen bin Sannan,xv6scm,3
202106001861,Adiputera Budiharto bin Tenuk,ncp4fs,1
249385181067,Aaaqil Iffaan bin Raahim,2ql8d9,1
493143980626,Khilaal Zuljalal bin Iyaan,oe5jas,1
464032189017,Surintan Rosemah binti Reheeq,0vjufz,3
963445128101,Bunga Aafiyat binti Zuljalal,49xu8p,5
341161017111,Wadida Suleika binti Ahkam,i6a0z3,1
317725594434,Waliyudeen Mudassir bin Iesa,k8bteb,1
828686418359,Raahim Sabit bin Senin,qhmhb5,3
464482233080,Sayfudin Sineen bin Taseen,g3wtg5,1
330853730433,Dhia Melur binti Sineen,1t6m4v,1
891856812064,Tijah Rufqa binti Samsam,ggja4t,5
960984912125,Jazaa Wadida binti Panjang,8iq2cl,5
479913362493,Jenab Mayang binti Awang,d3n6tc,1
377404183479,Tipah Hapsah binti Senin,9iopwy,1
947978439615,Tempawan Delima binti Fuaad,vo1xnn,1
387208558068,Bujang Mizn bin Aati,nm77c5,5
321818456997,Aayizah Cik binti Saqabat,9aunon,5
402553683740,Bujang Junada bin Haruun,b0qnef,5
548550407479,Megat Khilaal bin Aafaaq,0ogx8d,4
183701328938,Yaqeen Sineen bin Ajiad,piuiyw,5
568740513183,Teruna Qazzafi bin Nijat,i8ypkr,1
050204340000,Johan Mizn bin Rafa'ah,govura,1
894719322269,Mizn Aswab bin Budiharto,byzkk5,3
766144149829,Cempaka Wadida binti Afsah,axbr5n,3
117671758591,Wathiqa Wadida binti Ayyash,j8lbvj,4
947081535468,Arhaa Panjang bin Hazer,xxcgtc,3
916922028429,Putera Khajeer bin Aayiz,f27k23,2
045945699968,Fehmeed Idrak bin Aqsad,peawgl,4
144779863382,Hapsah Cik binti Adiputera,ytxnww,1
763477222186,Kuntum Sibgha binti Afsah,k5nua8,4
730982240823,Sidratul Sajaf binti Khajeer,n9hi6d,1
960748249882,Wifaq Imen bin Yaqeen,jhehan,4
793580571323,Qiraat Sonbol binti Zulkifl,wmfq0r,5
976982174794,Aatiya Nazra binti Hatar,3sy3iz,1
166165863756,Qawi Senin bin Reheeq,or25z9,4
755945122074,Mahsuri Aarifa binti Samsam,jq5tn8,2
634844109397,Fuaad Afan bin Aafaaq,fijjir,5
533554373495,Zahabia Wasfi bin Zulkifl,n7kerz,1
549873263822,Munah Sidratul binti Qawi,7firaj,3
427074284981,Jazaa Izzati binti Idrak,xq0qx3,5
977860327863,Wadida Sajaf binti Taseen,7r0dbs,5
644513062061,Waleeya Zamira binti Aayiz,zdeanx,1
237614907479,Ibtisama Wathiqa binti Panjang,hnuyim,4
305325404891,Wasiya Mahsuri binti Rafa'ah,b7uxgn,2
441746078888,Samyan Zulla binti Zuljalal,gnw4ik,3
027628101014,Sulung Iffaan bin Sannan,d9x88n,1
638396917623,Hatar Wathiq bin Hatar,wf71bc,1
902977560300,Wadd Reehab bin Aati,72n9ex,2
307747192575,Panjang Hatar bin Ahkam,81atm7,3
192092107362,Muzakir Muzn bin Sulung,ctzfx8,3
885574899269,Tasmia Suriawati binti Izz,y2dl0h,3
147356017285,Kechik Johan bin Bujang,amce8x,4
406889282084,Fuaad Taseen bin Qawi,jj9cez,3
082909111500,Arhaa Zahabia bin Teruna,tut6lz,2
253752715487,Delima Joyah binti Yaqeen,3nz7ks,5
303252784800,Wadida Wathiqa binti Fehmeed,t84k6t,2
276489435758,Suleika Wasfia binti Tenuk,o6ufpi,1
774796362827,Jazaa Wasiya binti Arhaa,pkljfx,3
236159099474,Hatar Samsam bin Sabit,qnw252,5
650168535003,Maarib Rabihah binti Mishkat,88hoi8,3
726510349451,Tuah Waase bin Aafaaq,0p8kmr,2
417380622423,Mahia Sibgha binti Mishkat,g9q6de,4
724222395913,Wasiya Ajaar binti Ayyash,kocnza,1
202025024075,Wadida Taqdees binti Tuah,7cse8o,1
176506105047,Khatijah Mayang binti Teruna,odr2qo,3
427614383311,Zaka Bintang bin Afsah,bs7vz8,1
907261436507,Tenuk Johan bin Senin,i4kbr4,1
153299657910,Fuaad Muzn bin Panjang,6vu32q,1
585356163778,Melur Nazra binti Samsam,cat61i,2
213175808870,Ayyash Ishtiqal bin Zikri,h8lan9,5
759103295684,Mizn Muzakir bin Taish,qzd41y,3
435481472190,Fehmeed Adiputera bin Sannan,0pp97e,2
460056551914,Sajjal Mawiza binti Ayyash,bpox9g,5
138615393699,Zaafer Sulung bin Megat,iawhss,4
809377994330,Reheeq Usama bin Taseen,npx11m,4
743998830357,Zikri Ajiad bin Aafaaq,8dodk0,3
274715509383,Taqdees Rabihaat binti Iffaan,6si9r9,3
492711425429,Musawwir Atheer bin Aafaaq,yagvrz,2
177474051547,Tembam Suriani binti Khilaal,jwfjtm,2
787128276825,Taish Hazer bin Aaaqil,l6uns6,4
386506409052,Zaituna Sidratul binti Sabit,tyi268,4
701025641818,Awang Haruun bin Arhaa,ww0any,4
732471411993,Jebat Taseen bin Ishraq,hkcbww,1
126766576342,Iyaan Samroze bin Ishraq,6pct4g,3
355105202165,Istiqlal Ahkam bin Reheeq,ymhwtw,3
681931917708,Dhia Dinihari binti Adiputera,hu2004,5
712594086006,Zakawat Haruun bin Sibbt,h9cyyo,2
698201943683,Seniya Mayang binti Iesa,1ccesm,1
193807526806,Aeni Tempawan binti Samsam,iurywm,2
060754918025,Zulkifl Atheer bin Tenuk,yc1rh3,1
006373331916,Muda Jebat bin Sayfudin,8mjecs,5
966254537756,Sabit Waase bin Musawwir,x82cbs,5
644744002901,Munah Sidratul binti Hazer,dvc0ss,3
463824401615,Adiputera Panjang bin Afan,we7amg,3
155776379494,Rafa'ah Mudassir bin Perwira,fghzp1,5
008698608642,Soroushi Maeen binti Zahabia,rbifqq,2
292774231681,Surintan Munah binti Zaka,5ylgfb,1
035637293097,Taseen Ayyash bin Idrak,fjzm9g,2
461251747063,Rufqa Bunga binti Khajeer,5qc364,2
426976904232,Shanzey Masayu binti Nijat,55b6c6,3
007396079639,Wadood Ishraq bin Hadees,if84vc,3
259495060286,Aadam Putera bin Waase,6wnilm,1
936815575391,Ihkam Arwaa binti Musawwir,a0u9av,5
112932014825,Ishraaq Sabtu bin Ishtiqal,zr6j7g,1
224819685440,Tipah Shanzey binti Zulkifl,bphnjs,4
073104329732,Amaal Soroushi binti Teruna,s0cxu9,3
482763154498,Izz Suriawati binti Jebat,3kswjx,1
188140542781,Tijah Cempaka binti Teruna,8rlpay,2
211899432102,Kembang Shanzey binti Sabit,j4nsi8,2
141096634997,Atheer Selasa bin Barzin,826im3,2
421846546676,Bisaam Taish bin Aati,9ac77o,5
951338121698,Raahim Zaafer bin Ishtiqal,os5anp,1
932756164338,Iyaan Ayyash bin Waase,zpua3k,5
833298125141,Aarifa Melur binti Sineen,y6i6f6,1
793899256097,Reheeq Atheer bin Johan,kj980t,1
710489759242,Cahaya Mubaraka binti Zakawat,ob368s,2
379631608281,Khilaal Bisaam bin Bujang,brtopl,5
666126561691,Rabihah Mawiza binti Reheeq,8dtqjv,4
572717597091,Zamira Shanzey binti Panjang,j296fj,5
078650504527,Soroushi Cahaya binti Mishkat,0zkilk,1
745196049674,Abaasa Ajaar binti Afan,xky6za,4
565403044327,Sidratul Latipah binti Ahkam,mj9i45,5
546024230006,Qawi Mishkat bin Taseen,mnfucx,4
774534078795,Melur Maarib binti Istiqlal,2if4t3,5
195667558581,Ghazaar Teruna bin Fehmeed,txveiv,5
717919807664,Bintang Iffaan bin Qawi,pmga1j,5
109672919472,Suleika Zulla binti Reehab,wmoxin,3
404980005194,Wadood Bisaam bin Hatar,gd219k,5
225810530483,Muminah Samyan binti Bintang,6snfsu,4
533560405932,Aayizah Wasfia binti Raahim,epyqn6,4
475012613426,Mubaraka Nazra binti Mizn,vtrqb1,1
330934212671,Kuntum Raqeema binti Mizn,kqra4d,2
624147658004,Istiqlal Wathiq bin Musawwir,mthrws,1
277378539353,Ishraq Haissam bin Samsam,ntbep6,5
263417139448,Kuntum Wathiqa binti Wadood,h4froq,4
485771363923,Suleika Zaituna binti Mizn,3i1kyu,2
830755829075,Aayiz Iffaan bin Kechik,ml4r33,3
253883160506,Kasih Sajaf binti Senin,c1j3qt,1
344087124136,Aafaaq Samroze bin Zaka,yl9lvq,5
779576167190,Abaasa Waleeya binti Haruun,y47gbh,4
971503050671,Zaafer Mudassir bin Sabit,begn9r,1
650263043431,Samsam Megat bin Imen,xy08of,3
189445578218,Senin Mizn bin Saqabat,g5qi2q,1
725135244069,Haissam Hatar bin Iffaan,rrffmb,2
962433310685,Mishkat Awang bin Slamet,lq3q4x,5
978643623093,Waleeya Aatiya binti Junada,0336gv,1
526244876479,Seniya Dinihari binti Zayana,xvjuvh,3
884889085981,Nijat Fehmeed bin Nijat,jij7vq,5
372479617071,Hazer Aaaqil bin Sulung,gqs1nn,5
273170782520,Mubaraka Ihkam binti Iyaan,liiixu,2
906850426994,Panjang Aafaaq bin Muzakir,8fq1pf,1
154843809183,Muzakir Rafa'ah bin Hatar,s6n1xt,2
916983946804,Maeen Cahaya binti Zayana,wqryzn,1
785829660843,Zakawat Fehmeed bin Aswab,txmxdr,1
115348917657,Wisama Azarnoush binti Selasa,xgh0z4,3
965604531386,Ahkam Taseen bin Aadam,adpc04,5
711197960688,Zakawat Zuljalal bin Reehab,00h2p5,5
575324711962,Ibtisama Mahia binti Zakawat,5wff1k,3
246683063695,Megat Zahabia bin Khajeer,mj2lcd,1
003380224941,Samroze Ishraq bin Aayiz,h2hmgo,3
757031411347,Mishkat Izz bin Zakawat,lb2vzs,5
627210577682,Sibbt Tenuk bin Maymuun,2cdmas,5
644847079598,Senin Iesa bin Raahim,x4loca,1
923501458787,Bisaam Zuljalal bin Aati,dnaajz,3
124437167170,Atheer Sayfudin bin Zulkifl,lg03e6,5
941489420804,Tijah Wadida binti Iffaan,x87ta2,1
583978040132,Suriani Esah binti Muzakir,e1p6h6,3
291982795139,Wasfia Sibgha binti Taish,ccky28,3
888301910262,Indeela Aeni binti Fehmeed,s68r2z,1
864072457576,Cahaya Rabihaat binti Hazer,ndn9ju,3
400429584033,Fehmeed Atheer bin Sineen,6np3i6,1
926178990559,Ishraaq Muzakir bin Khilaal,giol0c,4
879392416746,Hapsah Azarnoush binti Yaqeen,z1t0cu,3
921854059187,Kembang Ibrat binti Tuah,itwmtd,2
529195392950,Tasmia Suriani binti Budiharto,4zu4ca,3
307003507336,Johan Idrak bin Saqabat,3koy6r,4
599001662882,Iesa Atheer bin Samsam,oirazb,1
709200857304,Mabrura Cucu binti Zaafer,tn9mj6,3
688911124968,Reehab Sannan bin Sineen,pv8ng1,5
195698461851,Ibrat Samyan binti Hatar,z66mws,4
136547270959,Aafiyat Haryati binti Imen,t0oxkc,2
006155914306,Putera Saqabat bin Mudassir,s199m5,5
275207839390,Ibhar Hapsah binti Taseen,uvzmio,4
761647343323,Usama Wifaq bin Qawi,hyye8h,2
712578959752,Zaheera Zaheera binti Muzn,3ascg1,5
199028300532,Mizn Qawi bin Muda,hp0lmo,5
595125778820,Putera Sabtu bin Muzn,tuqfqd,1
765237700345,Sabit Ajiad bin Ayyash,h5pdz1,3
688400963720,Taqdees Twaf binti Wathiq,9yxity,4
884551161682,Waase Sabtu bin Mudassir,i41ots,3
076999284592,Tipah Qiraat binti Raahim,ig4li8,3
668529690994,Zaka Sineen bin Usama,nk3ao1,2
081323349225,Azarnoush Anoud binti Ishtiqal,q4d7wa,5
284207079355,Mudassir Mudassir bin Selasa,o4o7fw,1
091581665952,Sanabel Zamira binti Ajiad,0efhwc,4
836519638288,Sonbol Puteri binti Jebat,h5ewh4,1
930785586950,Ibtisama Esah binti Maymuun,1k5thj,1
194756394671,Surintan Suriawati binti Hadees,mkdi6l,1
970317783297,Ishraaq Ajiad bin Afsah,v5icls,4
123068543989,Aeni Wisama binti Muda,vbqwqi,4
477750037428,Tasmia Sajaf binti Tenuk,3r3ocy,2
915804305591,Hadees Ruwayfi bin Waase,ej9qej,4
245146470085,Kembang Sajjal binti Aswab,igghuy,2
855378832864,Adiputeri Kuntum binti Megat,roldtq,2
113408453286,Idrak Aqsad bin Teruna,v57hde,3
155372543919,Teratai Melur binti Taish,r4u154,2
932799273376,Joyah Ibrat binti Aadam,v31zxw,3
510750384925,Aati Kechik bin Zahabia,v7iyws,2
909734269647,Bintang Zakawat bin Jebat,tgh0xb,2
774025859898,Hazer Zahabia bin Hatar,ys62mk,3
056151070670,Fuaad Ishraaq bin Rafa'ah,6qhpse,1
837559603346,Aswab Reehab bin Iffaan,37ias2,2
253812304160,Raahim Idrak bin Saqabat,1gufuf,3
664439437456,Zulla Zaituna binti Johan,z63t02,3
047882287100,Iffaan Saqabat bin Ahkam,iabp8j,5
402933725103,Soroushi Puspawati binti Rafa'ah,7l4q7d,5
931101836299,Rafa'ah Kechik bin Jebat,x3ihfb,3
962086851340,Sabit Usama bin Tenuk,8ualpy,2
970325206561,Putera Wathiq bin Aadam,r4gke1,1
559446521802,Waleeya Wasiya binti Barzin,kljkmc,1
331203399125,Zaituna Nazra binti Selasa,7r0x2g,4
549535636330,Muzakir Mizn bin Zaka,53vekt,4
099093232247,Kechik Maymuun bin Zaafer,ii7j9b,2
929188122844,Marjia Maeen binti Megat,i7axuk,5
956340152559,Adiputeri Mayang binti Adiputera,it9nzm,4
561027261722,Aqsad Imen bin Atheer,qkrbbw,2
877869723925,Esah Puteri binti Bujang,dexwio,4
296389408552,Samyan Puspawati binti Khajeer,z6uh8e,4
558271921796,Puteri Mubdia binti Ghazaar,w6a8qr,3
385787522606,Khilaal Haissam bin Imen,bx5cjt,3
476811503108,Fuaad Aaaqil bin Slamet,50cstw,2
745244489217,Sannan Taish bin Taseen,yfcgko,5
664392018406,Zulla Marjia binti Ishraaq,kc8a89,3
893274354336,Tipah Abaasa binti Bujang,mq4ntt,5
208485423679,Mabrura Cik binti Ruwayfi,u84igd,2
595487520818,Waliyudeen Sabit bin Mudassir,pkboqw,3
693514030976,Bujang Sayfudin bin Waliyudeen,gyauh9,3
858922989231,Latipah Ihkam binti Arhaa,nnevjf,2
840587361145,Khilaal Aati bin Muzakir,1saopa,3
500190612950,Sajaf Cempaka binti Fuaad,frhd2k,4
645004211120,Wadd Qawi bin Nijat,lxybij,1
409758526920,Hapsah Wasfia binti Wathiq,ej77jq,4
398528032499,Nazra Amaal binti Zaafer,5wth2o,1
831252546351,Arwaa Zulla binti Panjang,qk8ilt,5
513810971608,Bintang Awang bin Sulung,qg808u,1
310947359944,Zayana Wifaq bin Aadam,ijk9g2,4
189757318823,Johan Johan bin Mudassir,prq4yg,3
114821011358,Teratai Amaal binti Ayyash,luqme0,5
423582842018,Sibbt Zaka bin Muda,dn2wuy,1
012671943762,Izz Yaqeen bin Aayiz,unb1qc,4
199123095376,Iesa Zulkifl bin Imen,3vxgp1,3
665241605337,Tembam Tipah binti Waliyudeen,mampxk,1
400614368646,Tempawan Ihkam binti Johan,siiel1,3
004104602890,Latipah Puspawati binti Perwira,tr2ra8,3
772224034869,Sabtu Panjang bin Panjang,o9i7zy,5
172739741902,Izzati Joyah binti Teruna,236j5i,2
733268733917,Seniya Suleika binti Aafaaq,z11zvg,5
750447932457,Amaal Suriawati binti Musawwir,trdixf,1
299376064352,Kasih Kuntum binti Taish,0m1o2u,3
227488132354,Sajaf Kuntum binti Zaafer,kkbyd2,4
203007611389,Johan Wathiq bin Istiqlal,5kop85,2
127604549741,Aarifa Hapsah binti Iyaan,4cnarc,2
639874734664,Zaheera Tempawan binti Afan,gg0yr7,5
719827502009,Rabwah Aafiyat binti Taish,qf8qxu,4
110919886015,Rabihaat Haryati binti Reehab,yyn7fd,4
189967114803,Cempaka Seniya binti Sabtu,pdm3fn,3
277538926686,Teruna Zayana bin Ishraq,ru39og,5
539181407414,Melur Cahaya binti Zulkifl,lpnd8u,1
985066549605,Delima Mayang binti Zakawat,lj6ayj,3
909840656328,Sulung Zaafer bin Istiqlal,zm07qp,2
861933998343,Cahaya Qiraat binti Hazer,bwg9ty,3
705979302957,Cik Bunga binti Senin,mj2fq4,4
554114633873,Sonbol Kuntum binti Zaafer,leazlb,4
707195541989,Maymuun Aadam bin Zakawat,e0js2r,1
471141116400,Sidratul Aafiyat binti Adiputera,ymamwl,3
185142898634,Masayu Ibhar binti Budiharto,akmjf8,2
453988933853,Sibbt Putera bin Ishraaq,1ccy88,1
956007833425,Sulung Megat bin Zaafer,x062cg,3
319135414666,Haissam Wadd bin Sayfudin,ninl8n,1
416436084036,Ajaar Ibrat binti Fuaad,ichidi,2
681286147170,Tipah Sidratul binti Ghazaar,aibw4w,1
031051217857,Aaaqil Bisaam bin Ajiad,wu4svb,3
346282777540,Rafa'ah Perwira bin Yaqeen,wh14lv,5
039317352068,Waliyudeen Johan bin Teruna,4zrqqh,4
570693200517,Azarnoush Cahaya binti Zaka,9qrno2,3
732723763013,Arhaa Raahim bin Jebat,zl9a25,5
897089672871,Teruna Aadam bin Aqsad,fuxwbm,3
711076042445,Khajeer Taseen bin Putera,phuqi5,5
724087275808,Surintan Rufqa binti Aqsad,zs5x79,3
267983758292,Suleika Kuntum binti Kechik,ho8z44,3
092632004476,Wathiq Ghazaar bin Haruun,hkevlb,2
645925749567,Sineen Zahabia bin Perwira,ocld5o,1
620970539995,Tuah Adiputera bin Zaafer,2a3vzy,3
759268824274,Zakawat Sineen bin Qazzafi,szlvij,2
809807375774,Wifaq Fuaad bin Aqsad,uk3uva,3
767117440088,Hapsah Abaasa binti Izz,epfgtw,1
538781666265,Jenab Ajaar binti Zahabia,dhu24z,4
115115646444,Sajaf Ibtisama binti Khilaal,8zihpe,5
423102698999,Mannal Cahaya binti Wasfi,b6thk0,2
094671638111,Zuljalal Tuah bin Bujang,h2nau4,3
377198750890,Imen Sineen bin Ajiad,mtsp6h,2
019864886422,Qiraat Afeen binti Adiputera,u1yjw2,1
567709011889,Istiqlal Iffaan bin Putera,iq3yhu,2
380332295409,Seniya Maeena binti Fuaad,8ba0ki,1
516629930789,Haryati Mahia binti Musawwir,0ys6zi,3
324823626971,Amaal Zamira binti Megat,zocd9v,5
622129434620,Mizn Zayana bin Teruna,cothiy,5
715436745657,Aaaqil Atheer bin Mizn,60ys3v,4
533178119296,Bunga Marjia binti Awang,yfo7mb,4
340429306458,Aarifa Tijah binti Saqabat,xdxgbt,1
248510927673,Barzin Bisaam bin Taish,hjfme4,5
575478911747,Tempawan Nazra binti Iyaan,wpq4wq,2
076691515678,Zayana Aayiz bin Adiputera,izl2gi,4
169971402512,Hapsah Haryati binti Mishkat,cx42d1,4
974184205646,Ibhar Samyan binti Bintang,j3r08i,5
102482654660,Soroushi Masayu binti Muzakir,9p1p1s,3
357510056582,Jebat Zaafer bin Samroze,vqn4nt,5
133041329287,Ahkam Putera bin Sulung,byj41j,5
205107687823,Ghazaar Iffaan bin Sulung,nbgql2,4
799059832576,Imen Azarnoush binti Bisaam,aoizlx,3
635496023929,Haryati Twaf binti Bisaam,c59t3t,5
485858310968,Putera Haruun bin Megat,tm6b5j,1
971547342084,Muzakir Aqsad bin Budiharto,fj0dvl,5
617632489249,Abaasa Twaf binti Ishtiqal,n3fsad,5
055000728883,Latipah Sanabel binti Aati,ystowm,2
952099599794,Masayu Suriawati binti Junada,zq71eo,3
333409475246,Cucu Hapsah binti Taseen,s0t8wb,3
226650888851,Jazaa Cahaya binti Aati,lw8ivr,3
733503066562,Sineen Muzakir bin Ajiad,nab0pc,5
496925804544,Mishkat Maymuun bin Budiharto,60us39,3
387251661757,Panjang Selasa bin Teruna,2fkrjk,4
124920962611,Adiputeri Teratai binti Reehab,xnr6un,3
889629211087,Kasih Rabwah binti Adiputera,mequcq,3
219419279924,Iyaan Waliyudeen bin Izz,ngc2hb,1
692892699970,Ishraq Wifaq bin Musawwir,bnljra,4
887114803529,Jebat Mishkat bin Johan,0iwopf,3
745452437667,Sajjal Mahia binti Zaafer,vk4s5r,4
554130950676,Dhia Masayu binti Ishraaq,2phmhj,2
649199886259,Waase Zahabia bin Megat,tyin1z,4
754841119543,Bisaam Sabit bin Usama,z7vpg3,5
543692556102,Seniya Ibtisama binti Muzn,5ri0f9,1
392179980833,Putera Bintang bin Ajiad,8nh9gs,1
771837956178,Zahabia Khajeer bin Aswab,75bnxm,2
034914759749,Sajaf Masayu binti Hazer,4qxnnh,5
289800265482,Tembam Dinihari binti Muzakir,0kyyyd,3
907475003382,Zulkifl Tenuk bin Zahabia,idkeo0,3
782767410576,Aadam Tuah bin Ishtiqal,zc44cl,2
675046387269,Zaituna Abaasa binti Zayana,j6gzul,4
399458447389,Dinihari Wisama binti Zakawat,n76yyi,1
699765266667,Jenab Maeen binti Hatar,o834li,5
016901766904,Mabrura Mubaraka binti Sannan,1t4hm5,2
479167203183,Zaka Qazzafi bin Idrak,vvok4b,2
464364633618,Zulla Dhia binti Istiqlal,pkyjt0,1
947902649188,Sannan Sibbt bin Mudassir,dcnaff,5
595233537447,Aatiya Rabihaat binti Sineen,p7kkdr,2
160067786523,Fehmeed Zayana bin Izz,dxzcfs,1
315091489576,Ibhar Maarib binti Wadd,g2sui8,4
194467183282,Jebat Imen bin Zaka,77x9pv,5
889165462319,Muda Zayana bin Samroze,ixkmrf,5
426895734367,Cempaka Esah binti Qazzafi,8gdoxw,5
031984982373,Tembam Puspawati binti Aswab,qt04my,4
734102994835,Zaka Johan bin Saqabat,qsfhcp,1
694350537527,Marjia Afeen binti Sabit,7abf4k,5
776342932574,Sidratul Melur binti Wifaq,pvvjv3,2
611304669253,Taish Ahkam bin Aayiz,od92qs,2
762199658932,Sibbt Zulkifl bin Ishraq,e68kkf,3
014466725252,Cik Cahaya binti Bintang,62rnh8,2
866309477558,Cahaya Wasfia binti Sabtu,0fgx7x,5
245246608591,Rabwah Tipah binti Selasa,1djo4k,1
614541561012,Reehab Hatar bin Ishtiqal,jnjzjz,5
577575589350,Azarnoush Ibtisama binti Sabit,lh0pt9,5
011474722222,Aafaaq Aafaaq bin Maymuun,sbq23v,5
954721607740,Rabihah Hapsah binti Atheer,gq0ntv,3
640757428581,Usama Ishraaq bin Muda,gpp3wc,1
702753184767,Arwaa Puspawati binti Reheeq,duz2lc,4
803392696759,Adiputeri Maeen binti Ahkam,um5ekz,2
754775297852,Muda Saqabat bin Jebat,x05uas,1
705516551148,Rabwah Latipah binti Jebat,pk308v,5
888552914225,Rufqa Aafiyat binti Wadd,n0n2yt,4
372997138033,Qiraat Maeen binti Haissam,0bztxd,5
312380480391,Mishkat Bujang bin Ajiad,u7166h,3
634251353723,Tembam Sajjal binti Taish,rip7gu,3
639940083583,Nijat Muzakir bin Megat,hn5eke,1
800459843065,Kechik Fuaad bin Sabit,uf5v5b,4
704783020757,Uswah Wasiya binti Senin,8i41bj,1
238931001546,Amaal Hapsah binti Zahabia,thmomr,5
118061379363,Istiqlal Haruun bin Sulung,hj953k,1
568891512580,Adiputera Rafa'ah bin Jebat,3pc9oh,2
223614312123,Munah Mayang binti Waliyudeen,o4xelc,3
169501093942,Teruna Kechik bin Izz,uyesac,3
489172801538,Samyan Sibgha binti Barzin,aqym7z,2
911386762434,Mubaraka Mannal binti Zayana,p7n6pl,1
481085364914,Sulung Ghazaar bin Muda,nn0lxv,3
544628627672,Ishraq Qazzafi bin Sibbt,ba1jn0,4
172935330080,Mannal Delima binti Fuaad,vi4gy2,2
889673565557,Zakawat Ayyash bin Rafa'ah,g4la9y,5
971956983066,Hadees Nijat bin Qazzafi,17q5e9,5
043027912927,Jebat Junada bin Adiputera,ac3llf,2
